x,y,yaw,velocity
0.363180556525606,-2.29657337845441,151.64,0.959666952621609
0.263635531232508,-2.29441088426329,147.68,0.942477796076938
0.285772407148805,-2.30219445586195,142.34,0.764470397807074
0.290683219751273,-2.30800322977509,136.46,0.826972659055638
0.345581304640359,-2.2876753344805,132.05,0.521467946632764
0.265667589392948,-2.3125173848415,129.66,0.366705477002652
0.265512205918284,-2.24531181760275,127.67,0.366705477002652
0.329595476015942,-2.28236432492638,125.7,0.366705477002652
0.385551060257593,-2.25693849618446,123.19,0.366705477002652
0.377961092486705,-2.27740418479016,119.83,0.115286191497372
0.381566687968952,-2.27919159568117,114.29,0.115286191497372
0.38248697294487,-2.27369846879922,105.95,0.195630402792856
0.377700661752905,-2.27542937119843,94.29,0.35681167752213
0.375051627594818,-2.27748563478005,82.05,0.471553386768212
0.374480453105219,-2.28173646357772,69.91,0.55618165678756
0.373003306576145,-2.27928193431987,56.57,0.621138198394044
0.39560703566804,-2.28834026900737,42.42,0.603038706877807
0.393080691497995,-2.28158735661563,30.8,0.723434762880177
0.373073249216766,-2.24365705599541,22.05,0.883236334609245
0.343871010985878,-2.24932047976207,14.9,0.891354023033298
0.324895697535802,-2.25706195159117,8.06,0.775497565665063
0.314344194298992,-2.26547629276293,1.71,0.700584061446426
0.371826759363838,-2.26200703248641,-2.82,0.56637163332323
0.353792212654116,-2.31469414831636,-6.94,0.532070081089907
0.324330495626431,-2.2642232895311,-10.41,0.357249799480807
0.352979674020299,-2.29401428399246,-13.94,0.357249799480807
0.321923212016097,-2.24072413382745,-16.21,0.357249799480807
0.276814533950509,-2.25240230069677,-16.99,0.126476678697209
0.252366164840683,-2.31305839793579,-17.28,0.399622159958938
0.166639065987008,-2.34780844692104,-16.08,0.614425276249909
0.130129395309842,-2.25620463872529,-13.37,0.550977328039631
0.0992556812521712,-2.29031472448937,-8.67,0.592350116624164
0.102092278440417,-2.29540705725132,-2.23,0.671753833194591
0.122808405204452,-2.28645323886332,5.08,0.615495703560449
0.146943457110067,-2.31640180624715,13.69,0.689932134720571
0.10799147216454,-2.30334922026628,22.7,0.599094413010147
0.113873506443953,-2.31563277577666,33.38,0.491466958844572
0.113110015697416,-2.28713834446851,43.59,0.564303876076642
0.101954003536011,-2.28315671308722,55.59,0.565529782050282
0.085873778585682,-2.28027748101835,70.33,0.505273620779627
0.0892336362357214,-2.28753415076608,84.63,0.450015783260101
0.092326384025416,-2.28148815011756,96.85,0.307575615559466
0.098877164559126,-2.28966219797552,104.77,0.307575615559466
0.0742144679939869,-2.2700846346044,109.1,0.307575615559466
0.106592825870524,-2.31259394416326,111.83,0.307575615559466
0.083793385384896,-2.28366642129813,115.3,0.307575615559466
0.0951939724909995,-2.31421136967922,118.62,0
0.0951939724909995,-2.31421136967922,121.14,0
0.0951939724909995,-2.31421136967922,123.44,0
0.0951939724909995,-2.31421136967922,125.23,0
0.0951939724909995,-2.31421136967922,126.59,0
0.0951939724909995,-2.31421136967922,127.65,0
0.0951939724909995,-2.31421136967922,128.45,0
0.0951939724909995,-2.31421136967922,129.12,0
0.0951939724909995,-2.31421136967922,129.59,0
0.0951939724909995,-2.31421136967922,130.08,0
